Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Year,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Yemen,Territory,122,Yemen unification process,Middle East and North Africa,264,1,Agreement Establishing a Union between the State of the Yemen Arab Republic and the State of the People's Democratic Republic of Yemen,1990,22/04/1990,Multiparty signed/agreed,2,4486,InterIntra,SubPar,Iss,"Colonel Ali Abdallah Saleh, President of the Republic Commander-in-Chief of the Armed Forces, Secretary-General of the General People's Congress. 

Ali Salem A1-Beidh, Secretary-General of the Central Committee of the Yemeni Socialist Party",,,YEM,,678,,402,1534,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
South Africa,Government,105,South Africa peace process,Africa (excl MENA),395,1,Groot Schuur Minute,1990,04/05/1990,Multiparty signed/agreed,2,2548,Intra,Pre,Conf,"Government of South Africa, ANC",,,ZAF,,560,,345,1393,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
El Salvador,Government,36,El Salvador peace process,Americas,387,1,"General Agenda and Timetable for the Comprehensive Negotiating Process, Caracas",1990,21/05/1990,Multiparty signed/agreed,4,4097,Intra,Pre,Proc,"Representing the Government of El Salvador: (Signed) Colonel Juan A. MARTINEZ VARELA; (Signed) Mr. Oscar Alfredo SANTAMARIA; (Signed) Colonel Mauricio Ernesto VARGAS; (Signed) Mr. Abelardo TORRES; (Signed) Mr. David ESCOBAR GALINDO; (Signed) Mr. Rafael HERNAN CONTRERAS;

Representing the Frente Farabundo Martí para la Liberación Nacional:​ (Signed) Commander Schafik HANDAL; (Signed) Commander Eduardo SANCHO;(Signed) Ana Guadelupe MARTINEZ; (Signed) Salvador SAMAYOA; (Signed) Dagoberto GUTIERREZ; (Signed) Marta VALLADARES; (Signed) Roberto CANAS;","(Signed) Alvaro de SOTO, Representative of the Secretary-General of the United Nations;","Page 3, B. TIMETABLE
In the light of the general agenda for the comprehensive negotiating process set forth in the preceding section, the Government of El Salvador and FMLN agree that the initial objective set forth in paragraph 1 of the Geneva Agreement of 4 April 1990 should be achieved by the middle of September 1990, provided that agreements are reached which are synchronized, have implementation timetables and can be verified where appropriate, so as to ensure that all the components of the initial objective are duly coordinated.

Page 3, B. TIMETABLE
... On the basis of the above understandings, the Government and FMLN shall, as their first substantive priority, concentrate on negotiating the political agreements envisaged under the initial objective.",SLV,,92,,316,1103,,817,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Nicaragua,Government,29,Nicaragua contra process,Americas,578,1,The Managua Protocol on Disarmament,1990,30/05/1990,Multiparty signed/agreed,3,4974,Intra,Cea,Rel,"President of the Republic, Resistance Forces",Nicaraguan Cardinal Miguel Obando y Bravo,,NIC,,93,,336,1522,,828,No,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1
Guatemala,Government,45,Guatemala peace process,Americas,704,1,El Escorial Agreement,1990,01/06/1990,Multiparty signed/agreed,6,6856,Intra,SubPar,Iss,"POR LA INSTANCIA DE PARTIDOS POLITICOS: Ingeniero CARLOS ENRIQUE CHAVARRIA, Secretario General del Partido Revolucionario PR;
Doctor LUIS FLORES ASTURIAS, Secretario General del Partido de Avanzada Nacional PAN;
Licenciado ABUNDIO MALDONADO, Secretario General del Partido Frente de Avance Nacional FAN;
Doctor MIGUEL ANGEL MONTEPEQUE, Secretario General en funciones del Movimiento de Accion Solidaria MAS;
Licenciado RENAN QUINONES, Secretario General del Partido Nacional Renovador PNR;
Licenciado MARIO SANDOVAL ALARCON, Secretario General del Partido, Movimento de Liberacion Nacional MLN;
Licenciado CARLONS FERNANDO RIVERS SANDOVAL, Movimiento de Liberacion Nacional, MLN;
Doctor MARIO SOLORZANO MARTINEZ, Secretario General del Partido Socialista Democratico, PSD;
Licenciada CATALINA SOBERANIS, Secretaria General en funciones, Partido Democracia Cristiana Guatemalteca, DCG;
Licenciado OLIVERIO GARCIA RODAS, Partido Union del Centro Nacional, UCN, COMISION NACIONAL DE RECONCILIACION (CNR);
Ingeniero JORGE SERRANO ELIAS, Delegado Titular de los Partidos Politicos de Oposicion;

UNIDAD REVOLUCIONARIA NACIONAL GUATEMALTECA:
Comandante PABLO MONSANTO;
Comandante, GASPAR ILOM;
CARLOS GONZALEZ, Secretario General del Comite Central del Partido Guatemalteco del Trabajo;
LUIS BECKER;
MIGUEL ANGEL SANDOVAL;
FRANCISCO VILLAGRAN MUNOZ;","OBSERVADOR REPRESENTANTE DEL SECRETARIO GENERAL DE LAS NACIONES UNIDAS, FRANCESC VENDRELL;
Periodista TERESA B. DE ZARCO, Ciudadana Notable Titular;
Doctor EDUARDO MEYER MALDONADO, Delegado Suplente del Gobierno;

COMISION NACIONAL DE RECONCILIACION (CNR):
Monsenor GERARDEI CONDERA, Delegado Suplente de la Conferencia, Episcopal de Guatemala;
Coronel FRANCISCO LUIS GORDILLO, Delegado Suplente de los Partidos, Politicos de Oposicion;
Licenciado MARIO PERMUTH, Ciudadano Notable Suplente;
Licenciado LUIS MORALES CHUA, Asesor Juridico;

CONCILIADOR: Monsenor RODOLFO QUEZADA TORUNO, Presidente de la CNR;","Page 2, Untitled Preamble
The Delegation of the Political Parties of Guatemala and the Unidad Revolucionaria Nacional Guatemalteca (URNO), in the presence of the Conciliator, Monsignor Radolfo Quesada Torulio of the National Reconciliation Commission of Guatemala (CNR), and the Observer designated by the Secretary-General of the United Nations, Dr. Frencesc Vendrell, meeting from 27 May to 1 June 1990, for the purpose of implementing the decisions taken in the city of Oslo, Norway, and contained in the ""Basic Agreement for the Search for Peace by Political Means"" and with the aim of specifying actions and political means for the peaceful solution of the national problems and the enhancement of functional and participatory democracy in Guatemala,

Page 2, State:
that, within the framework of the Oslo, Norway, and Esquipulas II Agreements and having regard to the constitutional framework in effect in the Republic of Guatemala and to the express will to achieve a firm and lasting peace in our country,

Page 2, They agree:
1. To ratify in its totality the ""Basic Agreement for the Search for. Peace by Political Means"", signed in the city of Oslo, Norway, on 30 March 1990, by the delegation of the National Reconciliation Commission of Guatemala (CNR) and the delegation of the Unidad Revolucionaria Nacional Guatemalteca (URNO).

Page 3, They agree:
5. With the aim of ensuring as soon as possible actions that will make it possible to achieve the goals of the process of peace and the enhancement of the democracy, it is decided to hold periodical meetings between the Delegation of the Political Parties and the Unidad Revolucionaria Nacional Guatemalteca (URNG), within the framework of the Oslo, Norway, and Esquipulas II Agreements, using the same mechanisms for the appointment, verification and mandating Of the Conciliator as are established in the first-mentioned Agreement and United Nations observers.",GTM,,90,,233,,,809,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Morocco/(Western Sahara),Government/territory,77,Morocco-Western Sahara peace process,Middle East and North Africa,1247,1,Implementation plan proposed by the Secretary-General pursuant to Security Council resolution 621 (1988) of September 1988,1990,18/06/1990,Unilateral document,14,33064,InterIntra,Imp,ImpMod,"Parties are not listed, however the intended parties are Morocco & the Frente POLISARIO.","Parties are not listed, however the report has been prepared by the UN Secretary-General in consultation with the Chairman of the Organization of African Unity.",,MAR,,600,,331,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,3,2,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
Mozambique,Government,78,Mozambique process in the 90s,Africa (excl MENA),419,1,Joint Communiqué,1990,10/07/1990,Multiparty signed/agreed,4,2784,Intra,Pre,Prin,"For the delegation of the Government of the People's Republic of Mozambique: Armando Emilio Guebuza;
For the delegation of RENAMO:: Raul Manuel Domingos;","[Observers: (Signed)
San Egidio, Rome, 10 July 1990
Observers: (Signed)",,MOZ,,541,,332,,,818,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
El Salvador,Government,36,El Salvador peace process,Americas,265,1,Agreement on Human Rights,1990,26/07/1990,Multiparty signed/agreed,6,10444,Intra,SubPar,Iss,"Govt of El Salvador, FMLN","UN rep, Alvaro de Soto (signatory)","Page 4, II. INTERNATIONAL VERIFICATION
10. In. accordance with the provisions of the Geneva Agreement and the agenda for the negotiations which was adopted in Caracas, the Parties hereby agree to the terms of reference for the United Nations human rights verification mission (hereinafter referred to as ""the Mission""), as set out below.",SLV,,92,,316,1104,,817,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
Papua New Guinea/(Bougainville),Government/territory,9,Bougainville: peace process,Asia and Pacific,377,1,Endeavour Accord,1990,05/08/1990,Multiparty signed/agreed,1,2401,Intra,Imp,ExtSub,"Michael Somare, Leader, National Government Delegation;
Joseph Kabui, Leader, Bougainville Delegation;","Intl observers from Canada, Vanuatu, and New Zealand [signing unclear]",,PNG,,910,,369,1557,,854,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
South Africa,Government,105,South Africa peace process,Africa (excl MENA),490,1,Pretoria Minute,1990,06/08/1990,Multiparty signed/agreed,3,5179,Intra,Pre,PreMix,"SAG, ANC",,"Page 1,
1. The Government and the ANC have again committed themselves to the Groote Schuur Minute.",ZAF,,560,,345,1394,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
Liberia,Government,69,Liberia peace process,Africa (excl MENA),1305,1,Decision A/DEC.1/8/90 on the Ceasefire and Establishment of an ECOWAS Ceasefire Monitoring Group for Liberia (ECOWAS Peace Plan),1990,07/08/1990,Unilateral document,3,6136,InterIntra,Cea,Ceas,"H. E. DAWDA KAIRABA JAWARA
CHAIRMAN 
ECOWAS STANDING MEDIATION COMMITTEE 
FOR THE AUTHORITY",,"Page 1, Untitled Preamble, para 2: MINDFUL of Decision A/DEC.9/5/90 of 30 May 1990 of the ECOWAS Authority of Heads of State and Government on the creation of a Community Standing Mediation Committee;

Page 2, ARTICLE III: FINANCE OF THE OPERATIONS: All expenses relating to the operations of the Ceasefire Monitoring Group shall be drawn from the Special Emergency Fund created by Decision A/DEC.3/8/90 of the ECOWAS Standing Mediation Committee.",LBR,,450,,341,,,860,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
Liberia,Government,69,Liberia peace process,Africa (excl MENA),1306,1,Decision A/DEC.2/8/90 on the Constitution of an Interim Government in the Republic of Liberia (Ecowas Peace Plan),1990,07/08/1990,Multiparty signed/agreed,1,2182,InterIntra,Pre,Prin,"DONE AT BANJUL THIS 7TH DAY OF AUGUST 1990
H. E DAWDA KAIRABA JAWARA 
CHAIRMAN 
ECOWAS STANDING MEDIATION COMMITTEE 
FOR THE AUTHORITY",,"Page 1, Untitled Preamble, Para 2: MINDFUL of Decision A/DEC.9/5/90 of 30 May 1990 of the ECOWAS Authority of Heads of State and Government relating to the creation of an ECOWAS standing Mediation Committee;

Page 1, Untitled Preamble, Para 3: MINDFUL of Decision A/DEC.1/8/90 of 7 August 1990 on the constitution of an ECOWAS Ceasefire Monitoring Group for Liberia;",LBR,,450,,341,,,860,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Liberia,Government,69,Liberia peace process,Africa (excl MENA),1307,1,Decision A/DEC.3/8/90 on the Establishment of a Special Emergency Fund for ECOWAS Operations in the Republic of Liberia (Ecowas Peace Plan),1990,07/08/1990,Unilateral document,1,2509,InterIntra,Cea,Rel,"DONE AT BANJUL THIS 7TH DAY OF AUGUST, 1990
H. E. DAWDA KAIRABA JAWARA 
CHAIRMAN
ECOWAS STANDING MEDIATION COMMITTEE
FOR THE AUTHORITY",,"Page 1, Untitled Preamble, para 2: MINDFUL of Decision A/DEC.9/5/90 of the Authority of 30 May. 1990 relating to the creation of a Community Standing Mediation Committee;",LBR,,450,,341,,,860,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
